2012-05-17 19:53:32, 1 of 170, 0.6%
2012-05-17 19:53:32, 2 of 170, 1.2%
2012-05-17 19:53:46, 3 of 170, 1.8%
2012-05-17 19:53:47, 4 of 170, 2.4%
2012-05-17 19:54:00, 5 of 170, 2.9%
2012-05-17 19:54:02, 6 of 170, 3.5%
2012-05-17 19:54:13, 7 of 170, 4.1%
2012-05-17 19:54:18, 8 of 170, 4.7%
2012-05-17 19:54:27, 9 of 170, 5.3%
2012-05-17 19:54:31, 10 of 170, 5.9%
2012-05-17 19:54:43, 11 of 170, 6.5%
2012-05-17 19:54:44, 12 of 170, 7.1%
2012-05-17 19:54:56, 14 of 170, 8.2%
2012-05-17 19:54:57, 13 of 170, 7.6%
2012-05-17 19:55:10, 16 of 170, 9.4%
2012-05-17 19:55:11, 15 of 170, 8.8%
2012-05-17 19:55:24, 17 of 170, 10%
2012-05-17 19:55:27, 18 of 170, 10.6%
2012-05-17 19:55:36, 19 of 170, 11.2%
2012-05-17 19:55:42, 20 of 170, 11.8%
2012-05-17 19:55:50, 21 of 170, 12.4%
2012-05-17 19:55:56, 22 of 170, 12.9%
2012-05-17 19:56:03, 23 of 170, 13.5%
2012-05-17 19:56:10, 24 of 170, 14.1%
2012-05-17 19:56:16, 25 of 170, 14.7%
2012-05-17 19:56:23, 26 of 170, 15.3%
2012-05-17 19:56:30, 27 of 170, 15.9%
2012-05-17 19:56:36, 28 of 170, 16.5%
2012-05-17 19:56:44, 29 of 170, 17.1%
2012-05-17 19:56:51, 30 of 170, 17.6%
2012-05-17 19:56:58, 31 of 170, 18.2%
2012-05-17 19:57:04, 32 of 170, 18.8%
2012-05-17 19:57:13, 33 of 170, 19.4%
2012-05-17 19:57:19, 34 of 170, 20%
2012-05-17 19:57:30, 35 of 170, 20.6%
2012-05-17 19:57:37, 36 of 170, 21.2%
2012-05-17 19:57:46, 37 of 170, 21.8%
2012-05-17 19:57:52, 38 of 170, 22.4%
2012-05-17 19:57:59, 39 of 170, 22.9%
2012-05-17 19:58:08, 40 of 170, 23.5%
2012-05-17 19:58:12, 41 of 170, 24.1%
2012-05-17 19:58:22, 42 of 170, 24.7%
2012-05-17 19:58:27, 43 of 170, 25.3%
2012-05-17 19:58:36, 44 of 170, 25.9%
2012-05-17 19:58:41, 45 of 170, 26.5%
2012-05-17 19:58:50, 46 of 170, 27.1%
2012-05-17 19:58:56, 47 of 170, 27.6%
2012-05-17 19:59:05, 48 of 170, 28.2%
2012-05-17 19:59:08, 49 of 170, 28.8%
2012-05-17 19:59:20, 50 of 170, 29.4%
2012-05-17 19:59:21, 51 of 170, 30%
2012-05-17 19:59:34, 53 of 170, 31.2%
2012-05-17 19:59:36, 52 of 170, 30.6%
2012-05-17 19:59:49, 55 of 170, 32.4%
2012-05-17 19:59:51, 54 of 170, 31.8%
2012-05-17 20:00:01, 57 of 170, 33.5%
2012-05-17 20:00:05, 56 of 170, 32.9%
2012-05-17 20:00:14, 59 of 170, 34.7%
2012-05-17 20:00:19, 58 of 170, 34.1%
2012-05-17 20:00:26, 61 of 170, 35.9%
2012-05-17 20:00:34, 60 of 170, 35.3%
2012-05-17 20:00:38, 63 of 170, 37.1%
2012-05-17 20:00:47, 62 of 170, 36.5%
2012-05-17 20:00:52, 65 of 170, 38.2%
2012-05-17 20:01:02, 64 of 170, 37.6%
2012-05-17 20:01:06, 67 of 170, 39.4%
2012-05-17 20:01:17, 66 of 170, 38.8%
2012-05-17 20:01:19, 69 of 170, 40.6%
2012-05-17 20:01:31, 68 of 170, 40%
2012-05-17 20:01:33, 71 of 170, 41.8%
2012-05-17 20:01:45, 70 of 170, 41.2%
2012-05-17 20:01:48, 73 of 170, 42.9%
2012-05-17 20:01:58, 72 of 170, 42.4%
2012-05-17 20:02:02, 75 of 170, 44.1%
2012-05-17 20:02:11, 74 of 170, 43.5%
2012-05-17 20:02:18, 77 of 170, 45.3%
2012-05-17 20:02:25, 76 of 170, 44.7%
2012-05-17 20:02:31, 79 of 170, 46.5%
2012-05-17 20:02:38, 78 of 170, 45.9%
2012-05-17 20:02:45, 81 of 170, 47.6%
2012-05-17 20:02:51, 80 of 170, 47.1%
2012-05-17 20:02:58, 83 of 170, 48.8%
2012-05-17 20:03:05, 82 of 170, 48.2%
2012-05-17 20:03:11, 85 of 170, 50%
2012-05-17 20:03:19, 84 of 170, 49.4%
2012-05-17 20:03:23, 87 of 170, 51.2%
2012-05-17 20:03:34, 86 of 170, 50.6%
2012-05-17 20:03:37, 89 of 170, 52.4%
2012-05-17 20:03:47, 88 of 170, 51.8%
2012-05-17 20:03:53, 91 of 170, 53.5%
2012-05-17 20:03:59, 90 of 170, 52.9%
2012-05-17 20:04:08, 93 of 170, 54.7%
2012-05-17 20:04:13, 92 of 170, 54.1%
2012-05-17 20:04:23, 95 of 170, 55.9%
2012-05-17 20:04:27, 94 of 170, 55.3%
2012-05-17 20:04:36, 97 of 170, 57.1%
2012-05-17 20:04:41, 96 of 170, 56.5%
2012-05-17 20:04:51, 99 of 170, 58.2%
2012-05-17 20:04:55, 98 of 170, 57.6%
2012-05-17 20:05:05, 101 of 170, 59.4%
2012-05-17 20:05:09, 100 of 170, 58.8%
2012-05-17 20:05:19, 103 of 170, 60.6%
2012-05-17 20:05:23, 102 of 170, 60%
2012-05-17 20:05:34, 105 of 170, 61.8%
2012-05-17 20:05:37, 104 of 170, 61.2%
2012-05-17 20:05:48, 107 of 170, 62.9%
2012-05-17 20:05:52, 106 of 170, 62.4%
2012-05-17 20:06:01, 109 of 170, 64.1%
2012-05-17 20:06:07, 108 of 170, 63.5%
2012-05-17 20:06:14, 111 of 170, 65.3%
2012-05-17 20:06:21, 110 of 170, 64.7%
2012-05-17 20:06:30, 113 of 170, 66.5%
2012-05-17 20:06:35, 112 of 170, 65.9%
2012-05-17 20:06:43, 115 of 170, 67.6%
2012-05-17 20:06:50, 114 of 170, 67.1%
2012-05-17 20:06:57, 117 of 170, 68.8%
2012-05-17 20:07:03, 116 of 170, 68.2%
2012-05-17 20:07:10, 119 of 170, 70%
2012-05-17 20:07:19, 118 of 170, 69.4%
2012-05-17 20:07:23, 121 of 170, 71.2%
2012-05-17 20:07:33, 120 of 170, 70.6%
2012-05-17 20:07:37, 123 of 170, 72.4%
2012-05-17 20:07:48, 125 of 170, 73.5%
2012-05-17 20:07:50, 122 of 170, 71.8%
2012-05-17 20:08:01, 127 of 170, 74.7%
2012-05-17 20:08:05, 124 of 170, 72.9%
2012-05-17 20:08:12, 129 of 170, 75.9%
2012-05-17 20:08:21, 126 of 170, 74.1%
2012-05-17 20:08:25, 131 of 170, 77.1%
2012-05-17 20:08:37, 133 of 170, 78.2%
2012-05-17 20:08:38, 128 of 170, 75.3%
2012-05-17 20:08:48, 135 of 170, 79.4%
2012-05-17 20:08:54, 130 of 170, 76.5%
2012-05-17 20:09:01, 137 of 170, 80.6%
2012-05-17 20:09:09, 132 of 170, 77.6%
2012-05-17 20:09:17, 139 of 170, 81.8%
2012-05-17 20:09:21, 134 of 170, 78.8%
2012-05-17 20:09:30, 141 of 170, 82.9%
2012-05-17 20:09:36, 136 of 170, 80%
2012-05-17 20:09:43, 143 of 170, 84.1%
2012-05-17 20:09:50, 138 of 170, 81.2%
2012-05-17 20:09:56, 145 of 170, 85.3%
2012-05-17 20:10:05, 140 of 170, 82.4%
2012-05-17 20:10:12, 147 of 170, 86.5%
2012-05-17 20:10:18, 142 of 170, 83.5%
2012-05-17 20:10:27, 149 of 170, 87.6%
2012-05-17 20:10:30, 144 of 170, 84.7%
2012-05-17 20:10:43, 146 of 170, 85.9%
2012-05-17 20:10:43, 151 of 170, 88.8%
2012-05-17 20:10:57, 153 of 170, 90%
2012-05-17 20:10:57, 148 of 170, 87.1%
2012-05-17 20:11:09, 150 of 170, 88.2%
2012-05-17 20:11:12, 155 of 170, 91.2%
2012-05-17 20:11:25, 157 of 170, 92.4%
2012-05-17 20:11:27, 152 of 170, 89.4%
2012-05-17 20:11:36, 159 of 170, 93.5%
2012-05-17 20:11:42, 154 of 170, 90.6%
2012-05-17 20:11:48, 161 of 170, 94.7%
2012-05-17 20:11:55, 156 of 170, 91.8%
2012-05-17 20:12:02, 163 of 170, 95.9%
2012-05-17 20:12:06, 158 of 170, 92.9%
2012-05-17 20:12:16, 165 of 170, 97.1%
2012-05-17 20:12:19, 160 of 170, 94.1%
2012-05-17 20:12:28, 167 of 170, 98.2%
2012-05-17 20:12:34, 162 of 170, 95.3%
2012-05-17 20:12:42, 169 of 170, 99.4%
2012-05-17 20:12:50, 164 of 170, 96.5%
2012-05-17 20:13:02, 166 of 170, 97.6%
2012-05-17 20:13:13, 168 of 170, 98.8%
2012-05-17 20:13:23, 170 of 170, 100%
