2012-05-26 10:07:39, 1 of 2090, 0%
2012-05-26 10:07:39, 3 of 2090, 0.1%
2012-05-26 10:07:39, 2 of 2090, 0.1%
2012-05-26 10:07:39, 4 of 2090, 0.2%
2012-05-26 10:07:45, 6 of 2090, 0.3%
2012-05-26 10:07:45, 8 of 2090, 0.4%
2012-05-26 10:07:45, 7 of 2090, 0.3%
2012-05-26 10:07:45, 5 of 2090, 0.2%
2012-05-26 10:07:50, 10 of 2090, 0.5%
2012-05-26 10:07:50, 12 of 2090, 0.6%
2012-05-26 10:07:51, 11 of 2090, 0.5%
2012-05-26 10:07:51, 9 of 2090, 0.4%
2012-05-26 10:07:55, 14 of 2090, 0.7%
2012-05-26 10:07:56, 16 of 2090, 0.8%
2012-05-26 10:07:56, 15 of 2090, 0.7%
2012-05-26 10:07:57, 13 of 2090, 0.6%
2012-05-26 10:08:01, 18 of 2090, 0.9%
2012-05-26 10:08:01, 20 of 2090, 1%
2012-05-26 10:08:02, 19 of 2090, 0.9%
2012-05-26 10:08:03, 17 of 2090, 0.8%
2012-05-26 10:08:06, 22 of 2090, 1.1%
2012-05-26 10:08:06, 24 of 2090, 1.1%
2012-05-26 10:08:07, 23 of 2090, 1.1%
2012-05-26 10:08:09, 21 of 2090, 1%
2012-05-26 10:08:11, 26 of 2090, 1.2%
2012-05-26 10:08:12, 28 of 2090, 1.3%
2012-05-26 10:08:13, 27 of 2090, 1.3%
2012-05-26 10:08:14, 25 of 2090, 1.2%
2012-05-26 10:08:16, 30 of 2090, 1.4%
2012-05-26 10:08:17, 32 of 2090, 1.5%
2012-05-26 10:08:18, 31 of 2090, 1.5%
2012-05-26 10:08:20, 29 of 2090, 1.4%
2012-05-26 10:08:22, 34 of 2090, 1.6%
2012-05-26 10:08:22, 36 of 2090, 1.7%
2012-05-26 10:08:23, 35 of 2090, 1.7%
2012-05-26 10:08:26, 33 of 2090, 1.6%
2012-05-26 10:08:27, 38 of 2090, 1.8%
2012-05-26 10:08:28, 40 of 2090, 1.9%
2012-05-26 10:08:29, 39 of 2090, 1.9%
2012-05-26 10:08:32, 37 of 2090, 1.8%
2012-05-26 10:08:32, 42 of 2090, 2%
2012-05-26 10:08:34, 44 of 2090, 2.1%
2012-05-26 10:08:34, 43 of 2090, 2.1%
2012-05-26 10:08:37, 46 of 2090, 2.2%
2012-05-26 10:08:37, 41 of 2090, 2%
2012-05-26 10:08:39, 47 of 2090, 2.2%
2012-05-26 10:08:39, 48 of 2090, 2.3%
2012-05-26 10:08:43, 50 of 2090, 2.4%
2012-05-26 10:08:43, 45 of 2090, 2.2%
2012-05-26 10:08:45, 51 of 2090, 2.4%
2012-05-26 10:08:45, 52 of 2090, 2.5%
2012-05-26 10:08:48, 54 of 2090, 2.6%
2012-05-26 10:08:49, 49 of 2090, 2.3%
2012-05-26 10:08:50, 56 of 2090, 2.7%
2012-05-26 10:08:50, 55 of 2090, 2.6%
2012-05-26 10:08:53, 58 of 2090, 2.8%
2012-05-26 10:08:54, 53 of 2090, 2.5%
2012-05-26 10:08:56, 60 of 2090, 2.9%
2012-05-26 10:08:56, 59 of 2090, 2.8%
2012-05-26 10:08:59, 62 of 2090, 3%
2012-05-26 10:09:00, 57 of 2090, 2.7%
2012-05-26 10:09:01, 64 of 2090, 3.1%
2012-05-26 10:09:02, 63 of 2090, 3%
2012-05-26 10:09:04, 66 of 2090, 3.2%
2012-05-26 10:09:05, 61 of 2090, 2.9%
2012-05-26 10:09:06, 68 of 2090, 3.3%
2012-05-26 10:09:08, 67 of 2090, 3.2%
2012-05-26 10:09:09, 70 of 2090, 3.3%
2012-05-26 10:09:10, 65 of 2090, 3.1%
2012-05-26 10:09:12, 72 of 2090, 3.4%
2012-05-26 10:09:14, 71 of 2090, 3.4%
2012-05-26 10:09:15, 74 of 2090, 3.5%
2012-05-26 10:09:16, 69 of 2090, 3.3%
2012-05-26 10:09:17, 76 of 2090, 3.6%
2012-05-26 10:09:20, 75 of 2090, 3.6%
2012-05-26 10:09:20, 78 of 2090, 3.7%
2012-05-26 10:09:21, 73 of 2090, 3.5%
2012-05-26 10:09:22, 80 of 2090, 3.8%
2012-05-26 10:09:25, 82 of 2090, 3.9%
2012-05-26 10:09:25, 79 of 2090, 3.8%
2012-05-26 10:09:27, 77 of 2090, 3.7%
2012-05-26 10:09:28, 84 of 2090, 4%
2012-05-26 10:09:31, 86 of 2090, 4.1%
2012-05-26 10:09:31, 83 of 2090, 4%
2012-05-26 10:09:32, 81 of 2090, 3.9%
2012-05-26 10:09:33, 88 of 2090, 4.2%
2012-05-26 10:09:36, 90 of 2090, 4.3%
2012-05-26 10:09:37, 87 of 2090, 4.2%
2012-05-26 10:09:37, 85 of 2090, 4.1%
2012-05-26 10:09:39, 92 of 2090, 4.4%
2012-05-26 10:09:41, 94 of 2090, 4.5%
2012-05-26 10:09:43, 89 of 2090, 4.3%
