2012-03-22 09:21:25, 1 of 70, 1.4%
2012-03-22 09:21:25, 2 of 70, 2.9%
2012-03-22 09:21:25, 3 of 70, 4.3%
2012-03-22 09:21:25, 4 of 70, 5.7%
2012-03-22 09:21:25, 8 of 70, 11.4%
2012-03-22 09:21:25, 6 of 70, 8.6%
2012-03-22 09:21:25, 5 of 70, 7.1%
2012-03-22 09:21:26, 7 of 70, 10%
2012-03-22 09:21:26, 12 of 70, 17.1%
2012-03-22 09:21:26, 10 of 70, 14.3%
2012-03-22 09:21:26, 9 of 70, 12.9%
2012-03-22 09:21:26, 11 of 70, 15.7%
2012-03-22 09:21:27, 16 of 70, 22.9%
2012-03-22 09:21:27, 14 of 70, 20%
2012-03-22 09:21:27, 13 of 70, 18.6%
2012-03-22 09:21:27, 15 of 70, 21.4%
2012-03-22 09:21:28, 20 of 70, 28.6%
2012-03-22 09:21:28, 18 of 70, 25.7%
2012-03-22 09:21:28, 17 of 70, 24.3%
2012-03-22 09:21:28, 19 of 70, 27.1%
2012-03-22 09:21:28, 24 of 70, 34.3%
2012-03-22 09:21:28, 22 of 70, 31.4%
2012-03-22 09:21:28, 21 of 70, 30%
2012-03-22 09:21:28, 23 of 70, 32.9%
2012-03-22 09:21:29, 28 of 70, 40%
2012-03-22 09:21:29, 25 of 70, 35.7%
2012-03-22 09:21:29, 26 of 70, 37.1%
2012-03-22 09:21:29, 27 of 70, 38.6%
2012-03-22 09:21:30, 32 of 70, 45.7%
2012-03-22 09:21:30, 29 of 70, 41.4%
2012-03-22 09:21:30, 30 of 70, 42.9%
2012-03-22 09:21:30, 31 of 70, 44.3%
2012-03-22 09:21:30, 36 of 70, 51.4%
2012-03-22 09:21:30, 33 of 70, 47.1%
2012-03-22 09:21:30, 34 of 70, 48.6%
2012-03-22 09:21:30, 35 of 70, 50%
2012-03-22 09:21:31, 40 of 70, 57.1%
2012-03-22 09:21:31, 37 of 70, 52.9%
2012-03-22 09:21:31, 38 of 70, 54.3%
2012-03-22 09:21:31, 39 of 70, 55.7%
2012-03-22 09:21:32, 41 of 70, 58.6%
2012-03-22 09:21:32, 44 of 70, 62.9%
2012-03-22 09:21:32, 42 of 70, 60%
2012-03-22 09:21:32, 43 of 70, 61.4%
2012-03-22 09:21:32, 45 of 70, 64.3%
2012-03-22 09:21:32, 48 of 70, 68.6%
2012-03-22 09:21:32, 46 of 70, 65.7%
2012-03-22 09:21:32, 47 of 70, 67.1%
2012-03-22 09:21:33, 52 of 70, 74.3%
2012-03-22 09:21:33, 49 of 70, 70%
2012-03-22 09:21:33, 51 of 70, 72.9%
2012-03-22 09:21:33, 50 of 70, 71.4%
2012-03-22 09:21:34, 53 of 70, 75.7%
2012-03-22 09:21:34, 56 of 70, 80%
2012-03-22 09:21:34, 55 of 70, 78.6%
2012-03-22 09:21:34, 54 of 70, 77.1%
2012-03-22 09:21:34, 60 of 70, 85.7%
2012-03-22 09:21:34, 57 of 70, 81.4%
2012-03-22 09:21:34, 59 of 70, 84.3%
2012-03-22 09:21:35, 58 of 70, 82.9%
2012-03-22 09:21:35, 61 of 70, 87.1%
2012-03-22 09:21:35, 64 of 70, 91.4%
2012-03-22 09:21:35, 63 of 70, 90%
2012-03-22 09:21:35, 62 of 70, 88.6%
2012-03-22 09:21:36, 65 of 70, 92.9%
2012-03-22 09:21:36, 68 of 70, 97.1%
2012-03-22 09:21:36, 67 of 70, 95.7%
2012-03-22 09:21:36, 66 of 70, 94.3%
2012-03-22 09:21:36, 69 of 70, 98.6%
2012-03-22 09:21:36, 2 of 70, 2.9%
2012-03-22 09:21:36, 1 of 70, 1.4%
2012-03-22 09:21:37, 70 of 70, 100%
2012-03-22 09:21:37, 3 of 70, 4.3%
2012-03-22 09:21:37, 4 of 70, 5.7%
2012-03-22 09:21:38, 6 of 70, 8.6%
2012-03-22 09:21:38, 5 of 70, 7.1%
2012-03-22 09:21:38, 7 of 70, 10%
2012-03-22 09:21:39, 8 of 70, 11.4%
2012-03-22 09:21:39, 10 of 70, 14.3%
2012-03-22 09:21:39, 9 of 70, 12.9%
2012-03-22 09:21:39, 11 of 70, 15.7%
2012-03-22 09:21:40, 12 of 70, 17.1%
2012-03-22 09:21:40, 14 of 70, 20%
2012-03-22 09:21:40, 13 of 70, 18.6%
2012-03-22 09:21:40, 15 of 70, 21.4%
2012-03-22 09:21:41, 16 of 70, 22.9%
2012-03-22 09:21:41, 18 of 70, 25.7%
2012-03-22 09:21:41, 17 of 70, 24.3%
2012-03-22 09:21:42, 19 of 70, 27.1%
2012-03-22 09:21:42, 20 of 70, 28.6%
2012-03-22 09:21:42, 22 of 70, 31.4%
2012-03-22 09:21:42, 21 of 70, 30%
2012-03-22 09:21:43, 23 of 70, 32.9%
2012-03-22 09:21:43, 24 of 70, 34.3%
2012-03-22 09:21:43, 26 of 70, 37.1%
2012-03-22 09:21:43, 25 of 70, 35.7%
2012-03-22 09:21:44, 27 of 70, 38.6%
2012-03-22 09:21:44, 28 of 70, 40%
2012-03-22 09:21:44, 30 of 70, 42.9%
2012-03-22 09:21:44, 29 of 70, 41.4%
2012-03-22 09:21:45, 31 of 70, 44.3%
2012-03-22 09:21:45, 32 of 70, 45.7%
2012-03-22 09:21:45, 34 of 70, 48.6%
2012-03-22 09:21:45, 33 of 70, 47.1%
2012-03-22 09:21:46, 35 of 70, 50%
2012-03-22 09:21:46, 38 of 70, 54.3%
2012-03-22 09:21:46, 36 of 70, 51.4%
2012-03-22 09:21:47, 37 of 70, 52.9%
2012-03-22 09:21:47, 39 of 70, 55.7%
2012-03-22 09:21:48, 42 of 70, 60%
2012-03-22 09:21:48, 40 of 70, 57.1%
2012-03-22 09:21:48, 41 of 70, 58.6%
2012-03-22 09:21:48, 43 of 70, 61.4%
2012-03-22 09:21:49, 46 of 70, 65.7%
2012-03-22 09:21:49, 44 of 70, 62.9%
2012-03-22 09:21:49, 45 of 70, 64.3%
2012-03-22 09:21:50, 47 of 70, 67.1%
2012-03-22 09:21:50, 50 of 70, 71.4%
2012-03-22 09:21:50, 48 of 70, 68.6%
2012-03-22 09:21:50, 49 of 70, 70%
2012-03-22 09:21:51, 51 of 70, 72.9%
2012-03-22 09:21:51, 54 of 70, 77.1%
2012-03-22 09:21:51, 52 of 70, 74.3%
2012-03-22 09:21:51, 53 of 70, 75.7%
2012-03-22 09:21:52, 55 of 70, 78.6%
2012-03-22 09:21:52, 58 of 70, 82.9%
2012-03-22 09:21:52, 57 of 70, 81.4%
2012-03-22 09:21:52, 56 of 70, 80%
2012-03-22 09:21:53, 59 of 70, 84.3%
2012-03-22 09:21:53, 62 of 70, 88.6%
2012-03-22 09:21:53, 61 of 70, 87.1%
2012-03-22 09:21:53, 60 of 70, 85.7%
2012-03-22 09:21:54, 63 of 70, 90%
2012-03-22 09:21:54, 66 of 70, 94.3%
2012-03-22 09:21:54, 65 of 70, 92.9%
2012-03-22 09:21:54, 64 of 70, 91.4%
2012-03-22 09:21:55, 67 of 70, 95.7%
2012-03-22 09:21:56, 70 of 70, 100%
2012-03-22 09:21:56, 69 of 70, 98.6%
2012-03-22 09:21:56, 68 of 70, 97.1%
2012-03-22 09:21:56, 1 of 70, 1.4%
2012-03-22 09:21:57, 4 of 70, 5.7%
2012-03-22 09:21:57, 3 of 70, 4.3%
2012-03-22 09:21:57, 2 of 70, 2.9%
2012-03-22 09:21:58, 5 of 70, 7.1%
2012-03-22 09:21:58, 8 of 70, 11.4%
2012-03-22 09:21:58, 7 of 70, 10%
2012-03-22 09:21:58, 6 of 70, 8.6%
2012-03-22 09:21:59, 9 of 70, 12.9%
2012-03-22 09:21:59, 12 of 70, 17.1%
2012-03-22 09:21:59, 11 of 70, 15.7%
2012-03-22 09:22:00, 10 of 70, 14.3%
2012-03-22 09:22:00, 13 of 70, 18.6%
2012-03-22 09:22:01, 16 of 70, 22.9%
2012-03-22 09:22:01, 15 of 70, 21.4%
2012-03-22 09:22:01, 14 of 70, 20%
2012-03-22 09:22:02, 17 of 70, 24.3%
2012-03-22 09:22:02, 20 of 70, 28.6%
2012-03-22 09:22:02, 19 of 70, 27.1%
2012-03-22 09:22:02, 18 of 70, 25.7%
