2012-05-26 10:56:29, 1 of 2090, 0%
2012-05-26 10:56:29, 2 of 2090, 0.1%
2012-05-26 10:56:29, 4 of 2090, 0.2%
2012-05-26 10:56:29, 3 of 2090, 0.1%
2012-05-26 10:56:38, 8 of 2090, 0.4%
2012-05-26 10:56:38, 7 of 2090, 0.3%
2012-05-26 10:56:38, 6 of 2090, 0.3%
2012-05-26 10:56:39, 5 of 2090, 0.2%
2012-05-26 10:56:46, 12 of 2090, 0.6%
2012-05-26 10:56:47, 11 of 2090, 0.5%
2012-05-26 10:56:48, 10 of 2090, 0.5%
2012-05-26 10:56:48, 9 of 2090, 0.4%
2012-05-26 10:56:55, 16 of 2090, 0.8%
2012-05-26 10:56:56, 15 of 2090, 0.7%
2012-05-26 10:56:58, 14 of 2090, 0.7%
2012-05-26 10:56:58, 13 of 2090, 0.6%
2012-05-26 10:57:04, 20 of 2090, 1%
2012-05-26 10:57:05, 19 of 2090, 0.9%
2012-05-26 10:57:07, 18 of 2090, 0.9%
2012-05-26 10:57:07, 17 of 2090, 0.8%
2012-05-26 10:57:13, 24 of 2090, 1.1%
2012-05-26 10:57:14, 23 of 2090, 1.1%
2012-05-26 10:57:16, 22 of 2090, 1.1%
2012-05-26 10:57:17, 21 of 2090, 1%
2012-05-26 10:57:22, 28 of 2090, 1.3%
2012-05-26 10:57:23, 27 of 2090, 1.3%
2012-05-26 10:57:26, 26 of 2090, 1.2%
2012-05-26 10:57:26, 25 of 2090, 1.2%
2012-05-26 10:57:30, 32 of 2090, 1.5%
2012-05-26 10:57:31, 31 of 2090, 1.5%
2012-05-26 10:57:35, 30 of 2090, 1.4%
2012-05-26 10:57:36, 29 of 2090, 1.4%
2012-05-26 10:57:39, 36 of 2090, 1.7%
2012-05-26 10:57:40, 35 of 2090, 1.7%
2012-05-26 10:57:44, 34 of 2090, 1.6%
2012-05-26 10:57:45, 33 of 2090, 1.6%
2012-05-26 10:57:48, 40 of 2090, 1.9%
2012-05-26 10:57:49, 39 of 2090, 1.9%
2012-05-26 10:57:53, 38 of 2090, 1.8%
2012-05-26 10:57:54, 37 of 2090, 1.8%
2012-05-26 10:57:57, 44 of 2090, 2.1%
2012-05-26 10:57:57, 43 of 2090, 2.1%
2012-05-26 10:58:03, 42 of 2090, 2%
2012-05-26 10:58:04, 41 of 2090, 2%
2012-05-26 10:58:06, 48 of 2090, 2.3%
2012-05-26 10:58:06, 47 of 2090, 2.2%
2012-05-26 10:58:12, 46 of 2090, 2.2%
2012-05-26 10:58:13, 45 of 2090, 2.2%
2012-05-26 10:58:14, 52 of 2090, 2.5%
2012-05-26 10:58:15, 51 of 2090, 2.4%
2012-05-26 10:58:21, 50 of 2090, 2.4%
2012-05-26 10:58:23, 49 of 2090, 2.3%
2012-05-26 10:58:23, 56 of 2090, 2.7%
